date,latitude,longitude,daily_mean_dust,monthly_mean,above_monthly_avg
2024-10-15,17.0,40.625,5.9567659625e-08,8.478758727994791e-08,False
2024-10-15,17.0,41.25,6.352214291666667e-08,8.5061894759375e-08,False
2024-10-15,17.0,41.875,7.8465746625e-08,9.470788182682292e-08,False
2024-10-15,17.0,42.5,1.0753622883333334e-07,1.1568043173697916e-07,False
2024-10-15,17.0,43.125,7.7462270875e-08,9.474064275260417e-08,False
2024-10-15,17.0,43.75,5.438293354166667e-08,6.609498907682292e-08,False
2024-10-15,17.0,44.375,7.277140024999999e-08,8.00359274828125e-08,False
2024-10-15,17.0,45.0,9.718678595833332e-08,1.0945207948697916e-07,False
2024-10-15,17.0,45.625,1.1932388758333333e-07,1.3543237356510417e-07,False
2024-10-15,17.0,46.25,1.3402192875e-07,1.4935413196875e-07,False
2024-10-15,17.0,46.875,1.4656689095833333e-07,1.513466928828125e-07,False
2024-10-15,17.0,47.5,1.5642096379166666e-07,1.4331080481119793e-07,True
2024-10-15,17.0,48.125,1.6438692475e-07,1.2575158849739584e-07,True
2024-10-15,17.0,48.75,1.7000032404166666e-07,1.2089811744765625e-07,True
2024-10-15,17.0,49.375,1.7198059895833332e-07,1.2518665986979167e-07,True
2024-10-15,17.0,50.0,1.54809339e-07,1.1799259468359374e-07,True
2024-10-15,17.0,50.625,1.3645694850000001e-07,1.03881907375e-07,True
2024-10-15,17.0,51.25,1.1996841683333333e-07,9.419072031640625e-08,True
2024-10-15,17.0,51.875,1.14812187375e-07,8.776250177786459e-08,True
2024-10-15,17.0,52.5,1.1030655041666666e-07,6.961705234947916e-08,True
2024-10-15,17.0,53.125,1.0231997462499999e-07,5.759385690677083e-08,True
2024-10-15,17.0,53.75,7.1620889375e-08,4.613359123046875e-08,True
2024-10-15,17.0,54.375,5.3950620708333336e-08,4.079039104427083e-08,True
2024-10-15,17.0,55.0,5.0797099125000004e-08,4.052836186059896e-08,True
2024-10-15,17.0,55.625,4.8629773291666666e-08,3.621617136498724e-08,True
2024-10-15,17.5,34.375,5.3283960375e-08,3.0608929544348956e-07,False
2024-10-15,17.5,35.0,7.175003845833334e-08,1.747783483957552e-07,False
2024-10-15,17.5,35.625,7.9070258375e-08,1.0175578293630209e-07,False
2024-10-15,17.5,36.25,6.985222629166666e-08,8.205297191708334e-08,False
2024-10-15,17.5,36.875,7.9495598125e-08,1.0389827762604166e-07,False
2024-10-15,17.5,37.5,7.390281104166668e-08,1.0165986976041667e-07,False
2024-10-15,17.5,38.125,4.9041471583333337e-08,6.184573516145834e-08,False
2024-10-15,17.5,38.75,7.420991795833333e-08,8.577577229947917e-08,False
2024-10-15,17.5,39.375,6.3936872125e-08,9.020995699270833e-08,False
2024-10-15,17.5,40.0,5.7053815916666665e-08,9.541418018750001e-08,False
2024-10-15,17.5,40.625,5.503049383333333e-08,9.59574897265625e-08,False
2024-10-15,17.5,41.25,5.801303025e-08,9.8839356015625e-08,False
2024-10-15,17.5,41.875,8.702530433333333e-08,1.1425767889583333e-07,False
2024-10-15,17.5,42.5,1.0954439387499999e-07,1.190532361640625e-07,False
2024-10-15,17.5,43.125,5.9740463125e-08,7.807471106250001e-08,False
2024-10-15,17.5,43.75,5.7587083875e-08,6.988700419010417e-08,False
2024-10-15,17.5,44.375,8.351647408333333e-08,9.61562236796875e-08,False
2024-10-15,17.5,45.0,1.0839903604166666e-07,1.3057285784635415e-07,False
2024-10-15,17.5,45.625,1.2737291533333332e-07,1.5753380537760416e-07,False
2024-10-15,17.5,46.25,1.4931477795833334e-07,1.7774499412760418e-07,False
2024-10-15,17.5,46.875,1.7565495708333335e-07,1.8968444291145833e-07,False
2024-10-15,17.5,47.5,1.9293171916666669e-07,1.8961863766927083e-07,True
2024-10-15,17.5,48.125,2.1113131291666666e-07,1.8227268640624998e-07,True
2024-10-15,17.5,48.75,2.1296000583333334e-07,1.7172129766145832e-07,True
2024-10-15,17.5,49.375,2.0751031125e-07,1.7372853305729167e-07,True
2024-10-15,17.5,50.0,1.8589344333333333e-07,1.6118574865625e-07,True
2024-10-15,17.5,50.625,1.6061433916666667e-07,1.354201236796875e-07,True
2024-10-15,17.5,51.25,1.39588035125e-07,1.1329927986875e-07,True
2024-10-15,17.5,51.875,1.3420503966666666e-07,1.0173743269166667e-07,True
2024-10-15,17.5,52.5,1.3905567891666667e-07,8.988218829036458e-08,True
2024-10-15,17.5,53.125,1.3780057504166666e-07,8.119734752864583e-08,True
2024-10-15,17.5,53.75,1.2118774429166667e-07,6.893911157291666e-08,True
2024-10-15,17.5,54.375,9.137450825000001e-08,5.5200055034375e-08,True
2024-10-15,17.5,55.0,6.989982233333334e-08,4.589569912057291e-08,True
2024-10-15,17.5,55.625,5.259183545833333e-08,3.559770742278133e-08,True
2024-10-15,18.0,34.375,6.3346912625e-08,3.6322511699348957e-07,False
2024-10-15,18.0,35.0,6.746601499999999e-08,2.0228255367109375e-07,False
2024-10-15,18.0,35.625,7.831871204166666e-08,1.1409671744296876e-07,False
2024-10-15,18.0,36.25,6.988860508333333e-08,8.313457954036458e-08,False
2024-10-15,18.0,36.875,6.936170491666666e-08,8.507111519791666e-08,False
2024-10-15,18.0,37.5,8.439625875e-08,1.1642386801692709e-07,False
2024-10-15,18.0,38.125,7.354598645833333e-08,9.311736521614583e-08,False
2024-10-15,18.0,38.75,7.947831770833333e-08,9.880633040104167e-08,False
2024-10-15,18.0,39.375,6.490336179166667e-08,9.688251215885417e-08,False
2024-10-15,18.0,40.0,5.755888895833333e-08,1.0298003931770834e-07,False
2024-10-15,18.0,40.625,5.667728541666667e-08,1.0509124201822917e-07,False
2024-10-15,18.0,41.25,6.075424683333334e-08,1.130058159140625e-07,False
2024-10-15,18.0,41.875,8.377658945833333e-08,1.2131122721614584e-07,False
2024-10-15,18.0,42.5,6.807810470833333e-08,9.103416743489584e-08,False
2024-10-15,18.0,43.125,4.5197794874999996e-08,6.579170096744791e-08,False
2024-10-15,18.0,43.75,5.72376860625e-08,7.406878494140625e-08,False
2024-10-15,18.0,44.375,8.6031227e-08,1.069660705546875e-07,False
2024-10-15,18.0,45.0,1.1269609579166667e-07,1.41973923484375e-07,False
2024-10-15,18.0,45.625,1.3647998925e-07,1.6859447331770832e-07,False
2024-10-15,18.0,46.25,1.7092922291666665e-07,1.9750382341666666e-07,False
2024-10-15,18.0,46.875,2.1417508958333333e-07,2.23650432015625e-07,False
2024-10-15,18.0,47.5,2.4119314458333335e-07,2.3585543397916667e-07,True
2024-10-15,18.0,48.125,2.6333146e-07,2.4486659416927083e-07,True
2024-10-15,18.0,48.75,2.658052858333333e-07,2.430681061953125e-07,True
2024-10-15,18.0,49.375,2.5096475583333336e-07,2.369627056328125e-07,True
2024-10-15,18.0,50.0,2.2277527291666667e-07,2.164934669296875e-07,True
2024-10-15,18.0,50.625,1.9254124083333333e-07,1.8086927913020832e-07,True
2024-10-15,18.0,51.25,1.7290707166666667e-07,1.5436359107552084e-07,True
2024-10-15,18.0,51.875,1.66254420875e-07,1.3590151180468751e-07,True
2024-10-15,18.0,52.5,1.7520263520833332e-07,1.2339578921875e-07,True
2024-10-15,18.0,53.125,1.82075990375e-07,1.1777866438671875e-07,True
2024-10-15,18.0,53.75,1.6669825395833333e-07,1.089267799609375e-07,True
2024-10-15,18.0,54.375,1.2933257225e-07,9.527256426145833e-08,True
2024-10-15,18.0,55.0,9.918464283333334e-08,7.669315089322917e-08,True
2024-10-15,18.0,55.625,8.620009054166668e-08,5.455136031588542e-08,True
2024-10-15,18.5,34.375,7.484050054166667e-08,3.746590101458333e-07,False
2024-10-15,18.5,35.0,6.6749332375e-08,2.0112626084765625e-07,False
2024-10-15,18.5,35.625,7.5704824125e-08,1.0511429876875e-07,False
2024-10-15,18.5,36.25,6.523502383333333e-08,7.941477102994791e-08,False
2024-10-15,18.5,36.875,6.349364454166667e-08,7.453088859557292e-08,False
2024-10-15,18.5,37.5,7.755200841666667e-08,9.36536260625e-08,False
2024-10-15,18.5,38.125,6.920769666666667e-08,8.685795741145834e-08,False
2024-10-15,18.5,38.75,6.200813708333334e-08,8.579813071354167e-08,False
2024-10-15,18.5,39.375,5.952521654166667e-08,9.764828780208333e-08,False
2024-10-15,18.5,40.0,6.43158285e-08,1.067585352265625e-07,False
2024-10-15,18.5,40.625,6.8348528e-08,1.09862943546875e-07,False
2024-10-15,18.5,41.25,7.524431725e-08,1.2738818657552084e-07,False
2024-10-15,18.5,41.875,5.626376858333333e-08,1.0705332506250001e-07,False
2024-10-15,18.5,42.5,3.1493832208333335e-08,6.478277768229167e-08,False
2024-10-15,18.5,43.125,4.245081803333333e-08,6.370876393515625e-08,False
2024-10-15,18.5,43.75,5.944290697916667e-08,8.092910346484375e-08,False
2024-10-15,18.5,44.375,8.632226508333333e-08,1.1513399573697917e-07,False
2024-10-15,18.5,45.0,1.1782746545833333e-07,1.5013980273177084e-07,False
2024-10-15,18.5,45.625,1.4971859416666668e-07,1.7751798071614584e-07,False
2024-10-15,18.5,46.25,1.9574266291666665e-07,2.1049929019010416e-07,False
2024-10-15,18.5,46.875,2.523665920833333e-07,2.470088706927083e-07,True
2024-10-15,18.5,47.5,2.8948610208333335e-07,2.7432126210677084e-07,True
2024-10-15,18.5,48.125,2.970433954166667e-07,2.93370022578125e-07,True
2024-10-15,18.5,48.75,2.905726441666667e-07,3.04148065421875e-07,False
2024-10-15,18.5,49.375,2.8282132375e-07,3.025865380807292e-07,False
2024-10-15,18.5,50.0,2.627857633333333e-07,2.8976474689583335e-07,False
2024-10-15,18.5,50.625,2.3659959083333334e-07,2.521814325078125e-07,False
2024-10-15,18.5,51.25,2.1913123000000002e-07,2.2026298159114583e-07,False
2024-10-15,18.5,51.875,2.1017452541666666e-07,1.8809275144791667e-07,True
2024-10-15,18.5,52.5,2.1287511891666666e-07,1.6730367326041666e-07,True
2024-10-15,18.5,53.125,2.347223927083333e-07,1.6430410234635417e-07,True
2024-10-15,18.5,53.75,2.428775277083333e-07,1.6118046201041665e-07,True
2024-10-15,18.5,54.375,1.9719058025e-07,1.470798457890625e-07,True
2024-10-15,18.5,55.0,1.5294426775000001e-07,1.210274648359375e-07,True
2024-10-15,18.5,55.625,1.4867146175e-07,9.509023450651042e-08,True
2024-10-15,19.0,34.375,8.806758591666666e-08,3.5147275061197917e-07,False
2024-10-15,19.0,35.0,6.546179183333333e-08,1.9237541041927083e-07,False
2024-10-15,19.0,35.625,6.205300545833334e-08,9.210765552994792e-08,False
2024-10-15,19.0,36.25,5.219908525e-08,6.486708706614583e-08,False
2024-10-15,19.0,36.875,6.152125483333333e-08,7.289529525520833e-08,False
2024-10-15,19.0,37.5,6.306739533333333e-08,7.958054072916667e-08,False
2024-10-15,19.0,38.125,5.4808577374999994e-08,7.549836856770833e-08,False
2024-10-15,19.0,38.75,5.4669727416666665e-08,8.21333787421875e-08,False
2024-10-15,19.0,39.375,5.5413693916666666e-08,1.010120442890625e-07,False
2024-10-15,19.0,40.0,8.077161883333334e-08,1.1799257588541667e-07,False
2024-10-15,19.0,40.625,9.123323341666667e-08,1.1807681759895834e-07,False
2024-10-15,19.0,41.25,9.28145415e-08,1.4364369928125e-07,False
2024-10-15,19.0,41.875,5.430471695833333e-08,1.0745884605208333e-07,False
2024-10-15,19.0,42.5,3.40445852875e-08,6.537342347630208e-08,False
2024-10-15,19.0,43.125,4.9147654770833334e-08,7.054341769921875e-08,False
2024-10-15,19.0,43.75,6.612754204166666e-08,9.136564053906249e-08,False
2024-10-15,19.0,44.375,9.453227354166668e-08,1.2637334193229167e-07,False
2024-10-15,19.0,45.0,1.3023115420833334e-07,1.6180562632552083e-07,False
2024-10-15,19.0,45.625,1.7245838579166668e-07,1.8910346551041667e-07,False
2024-10-15,19.0,46.25,2.3236740791666668e-07,2.204207784609375e-07,True
2024-10-15,19.0,46.875,2.9225824291666665e-07,2.584587649296875e-07,True
2024-10-15,19.0,47.5,3.2293852833333336e-07,2.990632316484375e-07,True
2024-10-15,19.0,48.125,3.2608416791666667e-07,3.3835999690364583e-07,False
2024-10-15,19.0,48.75,3.139963783333333e-07,3.7085578809374997e-07,False
2024-10-15,19.0,49.375,3.0096271166666666e-07,3.781401583776042e-07,False
2024-10-15,19.0,50.0,2.8822736291666667e-07,3.686508697708333e-07,False
2024-10-15,19.0,50.625,2.804275325e-07,3.2931522322395834e-07,False
2024-10-15,19.0,51.25,2.730012068333333e-07,2.8814800674739584e-07,False
2024-10-15,19.0,51.875,2.59288452125e-07,2.4253771967708334e-07,True
2024-10-15,19.0,52.5,2.606405685e-07,2.15588746765625e-07,True
2024-10-15,19.0,53.125,3.0071169066666664e-07,2.1593628733072917e-07,True
2024-10-15,19.0,53.75,3.3480076291666664e-07,2.20315921046875e-07,True
2024-10-15,19.0,54.375,2.8293531475e-07,2.0852197329427084e-07,True
2024-10-15,19.0,55.0,2.1610079291666665e-07,1.7015226739322916e-07,True
2024-10-15,19.0,55.625,2.1023637058333332e-07,1.4146506109114584e-07,True
2024-10-15,19.5,34.375,9.4998542875e-08,2.982099360052083e-07,False
2024-10-15,19.5,35.0,6.917374245833334e-08,1.7008515439322918e-07,False
2024-10-15,19.5,35.625,6.096555295833334e-08,9.48716903765625e-08,False
2024-10-15,19.5,36.25,5.190061954166667e-08,6.638549694140624e-08,False
2024-10-15,19.5,36.875,5.5067480125e-08,7.173905744270833e-08,False
2024-10-15,19.5,37.5,5.0675530125e-08,7.786637050260417e-08,False
2024-10-15,19.5,38.125,4.576304608333334e-08,7.94800417109375e-08,False
2024-10-15,19.5,38.75,4.425798391666667e-08,8.696574206510417e-08,False
2024-10-15,19.5,39.375,7.290812741666667e-08,1.1893337202864583e-07,False
2024-10-15,19.5,40.0,1.1122877708333335e-07,1.3887377826041667e-07,False
2024-10-15,19.5,40.625,1.0121463475e-07,1.2772405524479168e-07,False
2024-10-15,19.5,41.25,7.599313341666667e-08,1.3550838261458334e-07,False
2024-10-15,19.5,41.875,4.385826054166667e-08,9.274953117447916e-08,False
2024-10-15,19.5,42.5,4.301364316666667e-08,7.052782846614583e-08,False
2024-10-15,19.5,43.125,6.191029079166667e-08,8.2462109078125e-08,False
2024-10-15,19.5,43.75,7.984029666666667e-08,1.0870430424218751e-07,False
2024-10-15,19.5,44.375,1.11485255875e-07,1.4667261920052084e-07,False
2024-10-15,19.5,45.0,1.5136781066666666e-07,1.8076965140364582e-07,False
2024-10-15,19.5,45.625,1.9929939333333334e-07,2.0844436283854168e-07,False
2024-10-15,19.5,46.25,2.6957908166666666e-07,2.4258391384114586e-07,True
2024-10-15,19.5,46.875,3.2326837458333337e-07,2.7745181886718753e-07,True
2024-10-15,19.5,47.5,3.362656575e-07,3.1707827549479167e-07,True
2024-10-15,19.5,48.125,3.3512090583333335e-07,3.6349509436979165e-07,False
2024-10-15,19.5,48.75,3.1051846833333336e-07,3.975794707864583e-07,False
2024-10-15,19.5,49.375,2.9247651916666666e-07,4.1510331044270833e-07,False
2024-10-15,19.5,50.0,2.858699516666667e-07,4.185233906979167e-07,False
2024-10-15,19.5,50.625,3.051779179166667e-07,3.862614912109375e-07,False
2024-10-15,19.5,51.25,3.13375495e-07,3.3736743374739584e-07,False
2024-10-15,19.5,51.875,3.0684047183333333e-07,2.87847343578125e-07,True
2024-10-15,19.5,52.5,3.145178216666667e-07,2.59353707515625e-07,True
2024-10-15,19.5,53.125,3.919655366666667e-07,2.64430582828125e-07,True
2024-10-15,19.5,53.75,4.4403956375e-07,2.7116258645572915e-07,True
2024-10-15,19.5,54.375,3.837994866666667e-07,2.591486540755208e-07,True
2024-10-15,19.5,55.0,2.992164825e-07,2.2633976983854166e-07,True
2024-10-15,19.5,55.625,2.7355660504166665e-07,1.9133835903385415e-07,True
2024-10-15,20.0,34.375,1.03045751125e-07,2.3723794173177084e-07,False
2024-10-15,20.0,35.0,7.187433620833334e-08,1.5347090294010416e-07,False
2024-10-15,20.0,35.625,6.0536877875e-08,1.0082135361458333e-07,False
2024-10-15,20.0,36.25,5.2495428875e-08,7.316070177864583e-08,False
2024-10-15,20.0,36.875,5.278404204166667e-08,7.920543102604166e-08,False
2024-10-15,20.0,37.5,3.843585354166667e-08,7.820710906770832e-08,False
2024-10-15,20.0,38.125,3.502282295833333e-08,8.527757755208333e-08,False
2024-10-15,20.0,38.75,3.780633179166667e-08,9.329322931249999e-08,False
2024-10-15,20.0,39.375,1.4421311816666665e-07,1.436915989609375e-07,True
2024-10-15,20.0,40.0,1.6168511799999999e-07,1.64647493921875e-07,False
2024-10-15,20.0,40.625,9.2249442e-08,1.350902045078125e-07,False
2024-10-15,20.0,41.25,4.6739236666666666e-08,1.0680035275e-07,False
2024-10-15,20.0,41.875,4.269228825e-08,7.997726976822917e-08,False
2024-10-15,20.0,42.5,5.7467636374999993e-08,8.190397754166666e-08,False
2024-10-15,20.0,43.125,8.656176554166666e-08,1.04445841578125e-07,False
2024-10-15,20.0,43.75,1.0730643004166667e-07,1.3985967036458334e-07,False
2024-10-15,20.0,44.375,1.3847602570833333e-07,1.7950056534114583e-07,False
2024-10-15,20.0,45.0,1.8487723341666667e-07,2.1735449270052082e-07,False
2024-10-15,20.0,45.625,2.4066200083333334e-07,2.486893519453125e-07,False
2024-10-15,20.0,46.25,3.0490385583333335e-07,2.81323083484375e-07,True
2024-10-15,20.0,46.875,3.513147658333333e-07,3.170569779609375e-07,True
2024-10-15,20.0,47.5,3.550206520833333e-07,3.4616474946354163e-07,True
2024-10-15,20.0,48.125,3.3504572125e-07,3.8080156753385415e-07,False
2024-10-15,20.0,48.75,3.0259980166666664e-07,4.128338188984375e-07,False
2024-10-15,20.0,49.375,2.8746338583333336e-07,4.3727110766927084e-07,False
2024-10-15,20.0,50.0,2.8223924874999997e-07,4.485472506171875e-07,False
2024-10-15,20.0,50.625,3.0863641916666667e-07,4.4107484116927086e-07,False
2024-10-15,20.0,51.25,3.3706358708333334e-07,4.0300945612239583e-07,False
2024-10-15,20.0,51.875,3.470340766666666e-07,3.45356472984375e-07,True
2024-10-15,20.0,52.5,3.657163104166667e-07,3.009055272994792e-07,True
2024-10-15,20.0,53.125,4.7921154375e-07,3.036849802317708e-07,True
2024-10-15,20.0,53.75,5.307665579166667e-07,3.092266835078125e-07,True
2024-10-15,20.0,54.375,4.623094966666667e-07,2.999310780651042e-07,True
2024-10-15,20.0,55.0,3.7539575958333333e-07,2.709849324166667e-07,True
2024-10-15,20.0,55.625,3.219077700416667e-07,2.2755349091145833e-07,True
2024-10-15,20.5,34.375,9.196810558333333e-08,1.7374304728125e-07,False
2024-10-15,20.5,35.0,7.603800233333333e-08,1.342397131640625e-07,False
2024-10-15,20.5,35.625,6.956543116666667e-08,1.1454380953645833e-07,False
2024-10-15,20.5,36.25,5.403247541666667e-08,8.322391978125e-08,False
2024-10-15,20.5,36.875,4.938313829166667e-08,8.638407265104167e-08,False
2024-10-15,20.5,37.5,3.1761071875e-08,7.827806864583334e-08,False
2024-10-15,20.5,38.125,2.5339433104166668e-08,8.250714305598958e-08,False
2024-10-15,20.5,38.75,3.7451325250000004e-08,9.264644599479167e-08,False
2024-10-15,20.5,39.375,2.576283223333333e-07,1.69751426828125e-07,True
2024-10-15,20.5,40.0,1.8551691245833334e-07,1.6985044782812498e-07,True
2024-10-15,20.5,40.625,6.532961170833334e-08,1.1567370506770833e-07,False
2024-10-15,20.5,41.25,3.7496951583333336e-08,8.77958547109375e-08,False
2024-10-15,20.5,41.875,5.1009769583333334e-08,8.314611051822917e-08,False
2024-10-15,20.5,42.5,7.248581933333334e-08,9.9930181390625e-08,False
2024-10-15,20.5,43.125,1.16803980625e-07,1.4297984378385415e-07,False
2024-10-15,20.5,43.75,1.4472364958333334e-07,1.8703084028385417e-07,False
2024-10-15,20.5,44.375,1.8533440708333333e-07,2.2216090711458334e-07,False
2024-10-15,20.5,45.0,2.4856611666666665e-07,2.5656387094010416e-07,False
2024-10-15,20.5,45.625,2.8976258875e-07,2.804708102630208e-07,True
2024-10-15,20.5,46.25,3.125654379166667e-07,3.06611128359375e-07,True
2024-10-15,20.5,46.875,3.4166684583333336e-07,3.4111599343489583e-07,True
2024-10-15,20.5,47.5,3.6188673e-07,3.676660379583333e-07,False
2024-10-15,20.5,48.125,3.3961987458333337e-07,3.9032124720572915e-07,False
2024-10-15,20.5,48.75,3.0158844375e-07,4.1551500867708336e-07,False
2024-10-15,20.5,49.375,2.819142541666667e-07,4.395429145651042e-07,False
2024-10-15,20.5,50.0,2.8033052166666666e-07,4.610290797265625e-07,False
2024-10-15,20.5,50.625,3.1073553433333334e-07,4.744606485234375e-07,False
2024-10-15,20.5,51.25,3.5637397875e-07,4.696840965677083e-07,False
2024-10-15,20.5,51.875,3.7129211791666667e-07,4.2419033796875e-07,False
2024-10-15,20.5,52.5,3.8382859374999997e-07,3.42696807796875e-07,True
2024-10-15,20.5,53.125,4.985583216666667e-07,3.258236735703125e-07,True
2024-10-15,20.5,53.75,5.327383408333333e-07,3.2895760204947915e-07,True
2024-10-15,20.5,54.375,4.7235274499999997e-07,3.2501695115364583e-07,True
2024-10-15,20.5,55.0,3.9873703125e-07,2.9831043505729163e-07,True
2024-10-15,20.5,55.625,3.27738235e-07,2.5268912051041666e-07,True
2024-10-15,21.0,34.375,8.041024729166666e-08,1.3047728544791667e-07,False
2024-10-15,21.0,35.0,7.2602537875e-08,1.120750999453125e-07,False
